RCV_ID	RCV_NAME	GO_ID	GO_NAME
RCV_000013	DNA synthesis	GO_0090592	DNA synthesis involved in DNA replication
RCV_000013	DNA synthesis	GO_0043150	DNA synthesis involved in double-strand break repair via homologous recombination
RCV_000013	DNA synthesis	GO_0043151	DNA synthesis involved in double-strand break repair via single-strand annealing
RCV_000013	DNA synthesis	GO_0003887	DNA-directed DNA polymerase activity
RCV_000013	DNA synthesis	GO_0003964	RNA-directed DNA polymerase activity
RCV_000013	DNA synthesis	GO_0007307	eggshell chorion gene amplification
RCV_000013	DNA synthesis	GO_0070987	error-free translesion synthesis
RCV_000013	DNA synthesis	GO_0042276	error-prone translesion synthesis
RCV_000013	DNA synthesis	GO_0000734	gene conversion at mating-type locus, DNA repair synthesis
RCV_000013	DNA synthesis	GO_0000711	meiotic DNA repair synthesis
RCV_000013	DNA synthesis	GO_0010779	meiotic DNA repair synthesis involved in meiotic gene conversion
RCV_000013	DNA synthesis	GO_0010778	meiotic DNA repair synthesis involved in reciprocal meiotic recombination
RCV_000013	DNA synthesis	GO_2000279	negative regulation of DNA biosynthetic process
RCV_000013	DNA synthesis	GO_1900263	negative regulation of DNA-directed DNA polymerase activity
RCV_000013	DNA synthesis	GO_0051974	negative regulation of telomerase activity
RCV_000013	DNA synthesis	GO_0009226	nucleotide-sugar biosynthetic process
RCV_000013	DNA synthesis	GO_0009227	nucleotide-sugar catabolic process
RCV_000013	DNA synthesis	GO_0009225	nucleotide-sugar metabolic process
RCV_000013	DNA synthesis	GO_2000573	positive regulation of DNA biosynthetic process
RCV_000013	DNA synthesis	GO_1900264	positive regulation of DNA-directed DNA polymerase activity
RCV_000013	DNA synthesis	GO_0051973	positive regulation of telomerase activity
RCV_000013	DNA synthesis	GO_2000278	regulation of DNA biosynthetic process
RCV_000013	DNA synthesis	GO_1900262	regulation of DNA-directed DNA polymerase activity
RCV_000013	DNA synthesis	GO_0051972	regulation of telomerase activity
RCV_000013	DNA synthesis	GO_0003720	telomerase activity
RCV_000013	DNA synthesis	GO_0010521	telomerase inhibitor activity
RCV_000013	DNA synthesis	GO_0003721	telomeric template RNA reverse transcriptase activity
RCV_000013	DNA synthesis	GO_0000332	template for synthesis of G-rich strand of telomere DNA activity
RCV_000013	DNA synthesis	GO_0019985	translesion synthesis
RCV_000014	EGFR pathway	GO_0038134	ERBB2-EGFR signaling pathway
RCV_000014	EGFR pathway	GO_0038137	ERBB4-EGFR signaling pathway
RCV_000014	EGFR pathway	GO_0060724	coreceptor activity involved in epidermal growth factor receptor signaling pathway
RCV_000014	EGFR pathway	GO_0007174	epidermal growth factor catabolic process
RCV_000014	EGFR pathway	GO_0038004	epidermal growth factor receptor ligand maturation
RCV_000014	EGFR pathway	GO_0007173	epidermal growth factor receptor signaling pathway
RCV_000014	EGFR pathway	GO_0060507	epidermal growth factor receptor signaling pathway involved in lung development
RCV_000014	EGFR pathway	GO_0038168	epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade
RCV_000014	EGFR pathway	GO_0038029	epidermal growth factor receptor signaling pathway via MAPK cascade
RCV_000014	EGFR pathway	GO_0038167	epidermal growth factor receptor signaling pathway via positive regulation of NF-kappaB transcription factor activity
RCV_000014	EGFR pathway	GO_0022026	epidermal growth factor signaling pathway involved in forebrain neuron fate commitment
RCV_000014	EGFR pathway	GO_0005006	epidermal growth factor-activated receptor activity
RCV_000014	EGFR pathway	GO_0035625	epidermal growth factor-activated receptor transactivation by G-protein coupled receptor signaling pathway
RCV_000014	EGFR pathway	GO_0008314	gurken signaling pathway
RCV_000014	EGFR pathway	GO_0008313	gurken-activated receptor activity
RCV_000014	EGFR pathway	GO_0060728	negative regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway
RCV_000014	EGFR pathway	GO_0042059	negative regulation of epidermal growth factor receptor signaling pathway
RCV_000014	EGFR pathway	GO_0007175	negative regulation of epidermal growth factor-activated receptor activity
RCV_000014	EGFR pathway	GO_0060727	positive regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway
RCV_000014	EGFR pathway	GO_0045742	positive regulation of epidermal growth factor receptor signaling pathway
RCV_000014	EGFR pathway	GO_0045741	positive regulation of epidermal growth factor-activated receptor activity
RCV_000014	EGFR pathway	GO_0060726	regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway
RCV_000014	EGFR pathway	GO_0042058	regulation of epidermal growth factor receptor signaling pathway
RCV_000014	EGFR pathway	GO_0007176	regulation of epidermal growth factor-activated receptor activity
RCV_000015	ERBB signaling pathway	GO_0038127	ERBB signaling pathway
RCV_000015	ERBB signaling pathway	GO_0038128	ERBB2 signaling pathway
RCV_000015	ERBB signaling pathway	GO_0038134	ERBB2-EGFR signaling pathway
RCV_000015	ERBB signaling pathway	GO_0038133	ERBB2-ERBB3 signaling pathway
RCV_000015	ERBB signaling pathway	GO_0038135	ERBB2-ERBB4 signaling pathway
RCV_000015	ERBB signaling pathway	GO_0038129	ERBB3 signaling pathway
RCV_000015	ERBB signaling pathway	GO_0038136	ERBB3-ERBB4 signaling pathway
RCV_000015	ERBB signaling pathway	GO_0038130	ERBB4 signaling pathway
RCV_000015	ERBB signaling pathway	GO_0038137	ERBB4-EGFR signaling pathway
RCV_000015	ERBB signaling pathway	GO_0038138	ERBB4-ERBB4 signaling pathway
RCV_000015	ERBB signaling pathway	GO_0060724	coreceptor activity involved in epidermal growth factor receptor signaling pathway
RCV_000015	ERBB signaling pathway	GO_0007174	epidermal growth factor catabolic process
RCV_000015	ERBB signaling pathway	GO_0038004	epidermal growth factor receptor ligand maturation
RCV_000015	ERBB signaling pathway	GO_0007173	epidermal growth factor receptor signaling pathway
RCV_000015	ERBB signaling pathway	GO_0060507	epidermal growth factor receptor signaling pathway involved in lung development
RCV_000015	ERBB signaling pathway	GO_0038168	epidermal growth factor receptor signaling pathway via I-kappaB kinase/NF-kappaB cascade
RCV_000015	ERBB signaling pathway	GO_0038029	epidermal growth factor receptor signaling pathway via MAPK cascade
RCV_000015	ERBB signaling pathway	GO_0038167	epidermal growth factor receptor signaling pathway via positive regulation of NF-kappaB transcription factor activity
RCV_000015	ERBB signaling pathway	GO_0022026	epidermal growth factor signaling pathway involved in forebrain neuron fate commitment
RCV_000015	ERBB signaling pathway	GO_0005006	epidermal growth factor-activated receptor activity
RCV_000015	ERBB signaling pathway	GO_0035625	epidermal growth factor-activated receptor transactivation by G-protein coupled receptor signaling pathway
RCV_000015	ERBB signaling pathway	GO_0008314	gurken signaling pathway
RCV_000015	ERBB signaling pathway	GO_0008313	gurken-activated receptor activity
RCV_000015	ERBB signaling pathway	GO_1901185	negative regulation of ERBB signaling pathway
RCV_000015	ERBB signaling pathway	GO_0060728	negative regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway
RCV_000015	ERBB signaling pathway	GO_0042059	negative regulation of epidermal growth factor receptor signaling pathway
RCV_000015	ERBB signaling pathway	GO_0007175	negative regulation of epidermal growth factor-activated receptor activity
RCV_000015	ERBB signaling pathway	GO_1901186	positive regulation of ERBB signaling pathway
RCV_000015	ERBB signaling pathway	GO_0060727	positive regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway
RCV_000015	ERBB signaling pathway	GO_0045742	positive regulation of epidermal growth factor receptor signaling pathway
RCV_000015	ERBB signaling pathway	GO_0045741	positive regulation of epidermal growth factor-activated receptor activity
RCV_000015	ERBB signaling pathway	GO_1901184	regulation of ERBB signaling pathway
RCV_000015	ERBB signaling pathway	GO_0060726	regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway
RCV_000015	ERBB signaling pathway	GO_0042058	regulation of epidermal growth factor receptor signaling pathway
RCV_000015	ERBB signaling pathway	GO_0007176	regulation of epidermal growth factor-activated receptor activity
RCV_000024	NF-kappaB pathway	GO_0007249	I-kappaB kinase/NF-kappaB signaling
RCV_000024	NF-kappaB pathway	GO_0007252	I-kappaB phosphorylation
RCV_000024	NF-kappaB pathway	GO_0008384	IkappaB kinase activity
RCV_000024	NF-kappaB pathway	GO_0042348	NF-kappaB import into nucleus
RCV_000024	NF-kappaB pathway	GO_0038061	NIK/NF-kappaB signaling
RCV_000024	NF-kappaB pathway	GO_0008588	release of cytoplasmic sequestered NF-kappaB
RCV_000029	PNS development	GO_0014044	Schwann cell development
RCV_000029	PNS development	GO_0014037	Schwann cell differentiation
RCV_000029	PNS development	GO_0048907	anterior lateral line ganglion development
RCV_000029	PNS development	GO_0048908	anterior lateral line ganglion neuron differentiation
RCV_000029	PNS development	GO_0035676	anterior lateral line neuromast hair cell development
RCV_000029	PNS development	GO_0048903	anterior lateral line neuromast hair cell differentiation
RCV_000029	PNS development	GO_0035679	anterior lateral line neuromast hair cell morphogenesis
RCV_000029	PNS development	GO_0008065	establishment of blood-nerve barrier
RCV_000029	PNS development	GO_0048890	lateral line ganglion development
RCV_000029	PNS development	GO_0048891	lateral line ganglion neuron differentiation
RCV_000029	PNS development	GO_0022011	myelination in peripheral nervous system
RCV_000029	PNS development	GO_0035675	neuromast hair cell development
RCV_000029	PNS development	GO_0048886	neuromast hair cell differentiation
RCV_000029	PNS development	GO_0070658	neuromast hair cell differentiation involved in neuromast regeneration
RCV_000029	PNS development	GO_0035678	neuromast hair cell morphogenesis
RCV_000029	PNS development	GO_0007422	peripheral nervous system development
RCV_000029	PNS development	GO_0032290	peripheral nervous system myelin formation
RCV_000029	PNS development	GO_0032287	peripheral nervous system myelin maintenance
RCV_000029	PNS development	GO_0048936	peripheral nervous system neuron axonogenesis
RCV_000029	PNS development	GO_0048935	peripheral nervous system neuron development
RCV_000029	PNS development	GO_0048934	peripheral nervous system neuron differentiation
RCV_000029	PNS development	GO_0048917	posterior lateral line ganglion development
RCV_000029	PNS development	GO_0048928	posterior lateral line ganglion neuron differentiation
RCV_000029	PNS development	GO_0035677	posterior lateral line neuromast hair cell development
RCV_000029	PNS development	GO_0048923	posterior lateral line neuromast hair cell differentiation
RCV_000029	PNS development	GO_0035680	posterior lateral line neuromast hair cell morphogenesis
RCV_000029	PNS development	GO_0021784	postganglionic parasympathetic nervous system development
RCV_000030	PPAR pathway	GO_0035359	negative regulation of peroxisome proliferator activated receptor signaling pathway
RCV_000030	PPAR pathway	GO_0035357	peroxisome proliferator activated receptor signaling pathway
RCV_000030	PPAR pathway	GO_0035360	positive regulation of peroxisome proliferator activated receptor signaling pathway
RCV_000030	PPAR pathway	GO_0035358	regulation of peroxisome proliferator activated receptor signaling pathway
RCV_000031	RNA interference	GO_1990515	3' transitive RNA interference
RCV_000031	RNA interference	GO_1990514	5' transitive RNA interference
RCV_000031	RNA interference	GO_0016246	RNA interference
RCV_000031	RNA interference	GO_1903453	RNA interference involved in olfactory learning
RCV_000031	RNA interference	GO_0042868	antisense RNA metabolic process
RCV_000031	RNA interference	GO_0071041	antisense RNA transcript catabolic process
RCV_000031	RNA interference	GO_0009300	antisense RNA transcription
RCV_000031	RNA interference	GO_0033168	conversion of ds siRNA to ss siRNA involved in RNA interference
RCV_000031	RNA interference	GO_0070549	negative regulation of translation involved in RNA interference
RCV_000031	RNA interference	GO_0010599	production of lsiRNA involved in RNA interference
RCV_000031	RNA interference	GO_0030422	production of siRNA involved in RNA interference
RCV_000031	RNA interference	GO_0010267	production of ta-siRNAs involved in RNA interference
RCV_000031	RNA interference	GO_0035087	siRNA loading onto RISC involved in RNA interference
RCV_000031	RNA interference	GO_0030423	targeting of mRNA for destruction involved in RNA interference
RCV_000031	RNA interference	GO_0036453	transitive RNA interference
RCV_000032	RNA splicing	GO_0000372	Group I intron splicing
RCV_000032	RNA splicing	GO_0000373	Group II intron splicing
RCV_000032	RNA splicing	GO_0000374	Group III intron splicing
RCV_000032	RNA splicing	GO_0070055	HAC1-type intron splice site recognition and cleavage
RCV_000032	RNA splicing	GO_0000974	Prp19 complex
RCV_000032	RNA splicing	GO_0000378	RNA exon ligation
RCV_000032	RNA splicing	GO_0008380	RNA splicing
RCV_000032	RNA splicing	GO_0000394	RNA splicing, via endonucleolytic cleavage and ligation
RCV_000032	RNA splicing	GO_0000375	RNA splicing, via transesterification reactions
RCV_000032	RNA splicing	GO_0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
