Roche CV	GO term name	GO term ID	
vasodilation	vasodilation of artery involved in baroreceptor response to increased systemic arterial blood pressure	GO:0001984
vasoconstriction	vasoconstriction	GO:0042310
vasoconstriction	vasoconstriction by vasopressin involved in systemic arterial blood pressure control	GO:0002006
vasoconstriction	vasoconstriction of artery involved in aortic body chemoreceptor response to lowering of systemic arterial blood pressure	GO:0003043
vasoconstriction	vasoconstriction of artery involved in baroreceptor response to lowering of systemic arterial blood pressure	GO:0001987
vasoconstriction	vasoconstriction of artery involved in carotid body chemoreceptor response to lowering of systemic arterial blood pressure	GO:0003042
vasoconstriction	vasoconstriction of artery involved in chemoreceptor response to lowering of systemic arterial blood pressure	GO:0002012
vasoconstriction	vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure	GO:0002014
vascular	angioblast cell differentiation	GO:0035779
vascular	angioblast cell migration	GO:0035476
vascular	angioblast cell migration from lateral mesoderm to midline	GO:0035479
vascular	angioblast cell migration involved in selective angioblast sprouting	GO:0035475
vascular	cerebellum vasculature development	GO:0061300
vascular	cerebellum vasculature morphogenesis	GO:0061301
vascular	superior vena cava morphogenesis	GO:0060578
vascular	vascular process in circulatory system	GO:0003018
vascular	vascular smooth muscle cell development	GO:0097084
vascular	vascular smooth muscle cell differentiation	GO:0035886
vascular	vascular smooth muscle cell fate commitment	GO:0097081
vascular	vascular smooth muscle cell fate determination	GO:0097083
vascular	vascular smooth muscle cell fate specification	GO:0097082
vascular	vascular smooth muscle contraction	GO:0014829
vascular	vascular transport	GO:0010232
vascular	vascular wound healing	GO:0061042
vascular	vasculature development	GO:0001944
vascular	vasculogenesis	GO:0001570
vascular	vasculogenesis involved in coronary vascular morphogenesis	GO:0060979
vacuole	autophagic vacuole membrane	GO:0000421
vacuole	contractile vacuole	GO:0000331
vacuole	extrinsic component of vacuolar membrane	GO:0000306
vacuole	fungal-type vacuole	GO:0000324
vacuole	fungal-type vacuole lumen	GO:0000328
vacuole	fungal-type vacuole membrane	GO:0000329
vacuole	lytic vacuole	GO:0000323
vacuole	lytic vacuole within protein storage vacuole	GO:0000327
vacuole	plant-type vacuole	GO:0000325
vacuole	plant-type vacuole lumen	GO:0000330
vacuole	pre-autophagosomal structure	GO:0000407
vacuole	protein storage vacuole	GO:0000326
vacuole	storage vacuole	GO:0000322
vacuole	vacuolar acidification	GO:0007035
vacuole	vacuolar amino acid transmembrane transport	GO:0034487
vacuole	vacuolar calcium ion homeostasis	GO:0007036
vacuole	vacuolar phosphate transport	GO:0007037
vacuole	vacuolar protein catabolic process	GO:0007039
vacuole	vacuolar protein processing	GO:0006624
vacuole	vacuolar proton-transporting V-type ATPase complex assembly	GO:0070072
vacuole	vacuolar proton-transporting V-type ATPase, V0 domain	GO:0000220
vacuole	vacuolar proton-transporting V-type ATPase, V1 domain	GO:0000221
vacuole	vacuolar sequestering	GO:0043181
vacuole	vacuolar sequestering of sodium ion	GO:0043182
vacuole	vacuolar transmembrane transport	GO:0034486
vacuole	vacuolar transport	GO:0007034
vacuole	vacuole fusion, non-autophagic	GO:0042144
vacuole	vacuole inheritance	GO:0000011
vacuole	vacuole organization	GO:0007033
uterus	uterine epithelium development	GO:0035847
uterus	uterine smooth muscle contraction	GO:0070471
uterus	uterine smooth muscle relaxation	GO:0044558
uterus	uterine wall breakdown	GO:0042704
uterus	uterine wall growth	GO:0042702
uterus	uterus development	GO:0060065
uterus	uterus morphogenesis	GO:0061038
ureter	ureter epithelial cell differentiation	GO:0072192
ureter	ureter maturation	GO:0035799
ureter	ureter morphogenesis	GO:0072197
ureter	ureter part of ureteric bud development	GO:0035503
ureter	ureter smooth muscle cell differentiation	GO:0072193
ureter	ureter smooth muscle contraction	GO:0014849
ureter	ureter smooth muscle development	GO:0072191
ureter	ureter urothelium development	GO:0072190
ureter	ureteric bud development	GO:0001657
ureter	ureteric bud elongation	GO:0060677
ureter	ureteric bud formation	GO:0060676
ureter	ureteric bud invasion	GO:0072092
ureter	ureteric bud morphogenesis	GO:0060675
ureter	ureteric peristalsis	GO:0072105
ureter	urethra development	GO:0061068
urea metabolism	urate biosynthetic process	GO:0034418
urea metabolism	urate catabolic process	GO:0019628
urea metabolism	urate metabolic process	GO:0046415
urea metabolism	urate transport	GO:0015747
urea metabolism	urea catabolic process	GO:0043419
urea metabolism	urea cycle	GO:0000050
urea metabolism	urea cycle intermediate metabolic process	GO:0000051
urea metabolism	urea homeostasis	GO:0097274
urea metabolism	urea metabolic process	GO:0019627
urea metabolism	urea transmembrane transport	GO:0071918
urea metabolism	urea transport	GO:0015840
unicellular organism	filamentous growth	GO:0030447
unicellular organism	filamentous growth of a multicellular organism	GO:0044181
unicellular organism	filamentous growth of a population of unicellular organisms	GO:0044182
unicellular organism	filamentous growth of a population of unicellular organisms in response to biotic stimulus	GO:0036180
unicellular organism	filamentous growth of a population of unicellular organisms in response to chemical stimulus	GO:0036171
unicellular organism	filamentous growth of a population of unicellular organisms in response to heat	GO:0036168
unicellular organism	filamentous growth of a population of unicellular organisms in response to neutral pH	GO:0036178
unicellular organism	filamentous growth of a population of unicellular organisms in response to pH	GO:0036177
unicellular organism	filamentous growth of a population of unicellular organisms in response to starvation	GO:0036170
unicellular organism	filamentous growth of a unicellular organism	GO:0044180
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms	GO:1900429
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	GO:1900444
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	GO:1900438
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to heat	GO:1900432
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	GO:1900441
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to pH	GO:1900742
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation	GO:1900435
unicellular growth	regulation of filamentous growth of a population of unicellular organisms	GO:1900428
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	GO:1900443
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	GO:1900437
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to heat	GO:1900431
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	GO:1900440
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to pH	GO:1900741
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to starvation	GO:1900434
UDP metabolism	UDP biosynthetic process	GO:0006225
UDP metabolism	UDP catabolic process	GO:0006256
UDP metabolism	UDP metabolic process	GO:0046048
UDP metabolism	UDP reduction	GO:0006255
UDP metabolism	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose biosynthetic process	GO:2001315
UDP metabolism	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose catabolic process	GO:2001314
UDP metabolism	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose metabolic process	GO:2001313
UDP metabolism	UDP-D-apiose biosynthetic process	GO:0033352
UDP metabolism	UDP-D-apiose metabolic process	GO:0033351
UDP metabolism	UDP-D-galactose biosynthetic process	GO:0052574
UDP metabolism	UDP-D-galactose metabolic process	GO:0052573
UDP metabolism	UDP-D-galacturonate biosynthetic process	GO:0033480
UDP metabolism	UDP-D-galacturonate metabolic process	GO:0033479
UDP metabolism	UDP-D-xylose biosynthetic process	GO:0033320
UDP metabolism	UDP-D-xylose metabolic process	GO:0033319
UDP metabolism	UDP-L-arabinose biosynthetic process	GO:0033358
UDP metabolism	UDP-L-arabinose metabolic process	GO:0033356
UDP metabolism	UDP-N-acetylgalactosamine biosynthetic process	GO:0019277
UDP metabolism	UDP-N-acetylgalactosamine catabolic process	GO:0019278
UDP metabolism	UDP-N-acetylgalactosamine metabolic process	GO:0019276
UDP metabolism	UDP-N-acetylgalactosamine transport	GO:0015789
UDP metabolism	UDP-N-acetylglucosamine biosynthesis involved in chitin biosynthesis	GO:0035528
UDP metabolism	UDP-N-acetylglucosamine biosynthetic process	GO:0006048
UDP metabolism	UDP-N-acetylglucosamine catabolic process	GO:0006049
UDP metabolism	UDP-N-acetylglucosamine metabolic process	GO:0006047
UDP metabolism	UDP-N-acetylglucosamine transport	GO:0015788
UDP metabolism	UDP-galactose transmembrane transport	GO:0072334
UDP metabolism	UDP-galactose transport	GO:0015785
UDP metabolism	UDP-glucose catabolic process	GO:0006258
UDP metabolism	UDP-glucose metabolic process	GO:0006011
UDP metabolism	UDP-glucose transport	GO:0015786
UDP metabolism	UDP-glucosylation	GO:0097359
UDP metabolism	UDP-glucuronate biosynthetic process	GO:0006065
UDP metabolism	UDP-glucuronate metabolic process	GO:0046398
UDP metabolism	UDP-glucuronic acid transport	GO:0015787
UDP metabolism	UDP-rhamnose biosynthetic process	GO:0010253
UDP metabolism	UDP-rhamnose metabolic process	GO:0033478
UDP metabolism	UDP-xylose transport	GO:0015790
ubiquitin	Doa10p ubiquitin ligase complex	GO:0000837
ubiquitin	ER ubiquitin ligase complex	GO:0000835
ubiquitin	Hrd1p ubiquitin ligase ERAD-L complex	GO:0000839
ubiquitin	Hrd1p ubiquitin ligase ERAD-M complex	GO:0000838
ubiquitin	Hrd1p ubiquitin ligase complex	GO:0000836
ubiquitin	cytoplasmic ubiquitin ligase complex	GO:0000153
ubiquitin	nuclear ubiquitin ligase complex	GO:0000152
ubiquitin	protein polyubiquitination	GO:0000209
ubiquitin	ubiquitin cycle	GO:0006512
ubiquitin	ubiquitin homeostasis	GO:0010992
ubiquitin	ubiquitin ligase complex	GO:0000151
ubiquitin	ubiquitin-dependent endocytosis	GO:0070086
ubiquitin	ubiquitin-dependent protein catabolic process	GO:0006511
ubiquitin	ubiquitin-dependent protein catabolic process via the N-end rule pathway	GO:0071596
ubiquitin	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	GO:0043162
triglyceride	triglyceride acyl-chain remodeling	GO:0036153
triglyceride	triglyceride biosynthetic process	GO:0019432
triglyceride	triglyceride catabolic process	GO:0019433
triglyceride	triglyceride homeostasis	GO:0070328
triglyceride	triglyceride metabolic process	GO:0006641
triglyceride	triglyceride mobilization	GO:0006642
triglyceride	triglyceride transport	GO:0034197
triglyceride	triglyceride-rich lipoprotein particle clearance	GO:0071830
